typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20070101","2007","52","2007","36","AUS","Australia","X","Export","372","IRL","Ireland","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","17","false","-1","N/A",,"false","17","false",,"false",,"23758","23758","0","true","false",
"C","A","20070101","2007","52","2007","36","AUS","Australia","X","Export","554","NZL","New Zealand","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6","false","-1","N/A",,"false","6","false",,"false",,"453","453","0","true","false",
"C","A","20070101","2007","52","2007","56","BEL","Belgium","X","Export","0","W00","World","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1347519","false","-1","N/A",,"false","1347519","false",,"false",,"10460613","10460613","0","true","false",
"C","A","20070101","2007","52","2007","56","BEL","Belgium","X","Export","76","BRA","Brazil","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2","false","-1","N/A",,"false","2","false",,"false",,"48","48","0","true","false",
"C","A","20070101","2007","52","2007","56","BEL","Belgium","X","Export","203","CZE","Czechia","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","21483","false","-1","N/A",,"false","21483","false",,"false",,"168221","168221","0","true","false",
"C","A","20070101","2007","52","2007","56","BEL","Belgium","X","Export","251","FRA","France","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","252902","false","-1","N/A",,"false","252902","false",,"false",,"2007127","2007127","0","true","false",
"C","A","20070101","2007","52","2007","56","BEL","Belgium","X","Export","276","DEU","Germany","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","243647","false","-1","N/A",,"false","243647","false",,"false",,"1937439","1937439","0","true","false",
"C","A","20070101","2007","52","2007","56","BEL","Belgium","X","Export","348","HUN","Hungary","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","13422","false","-1","N/A",,"false","13422","false",,"false",,"109548","109548","0","true","false",
"C","A","20070101","2007","52","2007","56","BEL","Belgium","X","Export","380","ITA","Italy","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","45176","false","-1","N/A",,"false","45176","false",,"false",,"349458","349458","0","true","false",
"C","A","20070101","2007","52","2007","56","BEL","Belgium","X","Export","528","NLD","Netherlands","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","64344","false","-1","N/A",,"false","64344","false",,"false",,"488091","488091","0","true","false",
